,id,title,genre,original_price,discounted_price,release_date,developer,publisher,overall_rating,overall_vote_count,recent_rating,recent_vote_count,metacritic_score,tags,awards,description,platforms,minimum_requirements,recommended_requirements,similar_games
10,493520,GTFO,Action,₹ 759,₹ 607,"9 Dec, 2019",10 Chambers Collective,10 Chambers Collective,Very Positive,760,Very Positive,11213,0,"['Early Access', 'Action', 'Horror', 'Online Co-Op', 'Co-op', 'FPS', 'Multiplayer', 'Survival Horror', 'Gore', 'First-Person', 'Shooter', 'Team-Based', 'Violent', 'Atmospheric', 'Difficult', 'Tactical', 'PvE', 'Survival', 'Zombies', 'Replay Value']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 64-Bit or later', 'Processor: Intel Core i5 2500K or AMD equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 660 2 GB or AMD equivalent', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 15 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit', 'Processor: Intel Core i7 4790K or AMD equivalent', 'Memory: 16 GB RAM', 'Graphics: NVIDIA GeForce GTX 970 or AMD equivalent', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 15 GB available space']","[232090, 550, 381210, 594650, 730, 548430, 359550, 202970, 578080, 500, 239140, 581320, 218620, 552500, 1250, 342180, 251570, 418370]"
11,218230,PlanetSide 2,Action,Free,Free,"20 Nov, 2012",Rogue Planet Games,Daybreak Game Company,Very Positive,748,Very Positive,54443,84,"['Free to Play', 'Massively Multiplayer', 'FPS', 'Shooter', 'Action', 'Open World', 'Multiplayer', 'Team-Based', 'Sci-fi', 'Tactical', 'War', 'First-Person', 'PvP', 'Futuristic', 'Co-op', 'Online Co-Op', 'Strategy', 'Space', 'Adventure', 'RPG']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/218230/extras/GOTY-2012.png""> </img></div>",,['win'],"['OS: 64-bit Windows 7 or later', 'CPU: Core i5-760 or better / AMD Phenom II X4 or better [Quad-core CPU]', 'Memory: 6 GB RAM (64-bit)', 'Hard Drive: 20 GB free', 'Video Card: nVidia GeForce GTX 260 or better / Radeon HD 4850 or better', 'DirectX®: 11.0']","['OS:64-bit Windows 7 or later ', 'Processor:Intel i7 processor or higher / AMD Phenom II X6 or higher ', 'Memory:6 GB RAM ', 'Graphics:nVidia GeForce 560 or higher / AMD HD 6870 or higher ', 'DirectX®:11.0 ', 'Hard Drive:20 GB HD space ', 'Sound:DirectX compatible Sound Card  ', 'Other Requirements:Broadband Internet connection']","[291480, 227940, 550650, 1085660, 730, 767560, 440, 552990, 230410, 202970, 393380, 236390, 359550, 444200, 8500, 9900, 107410, 1057240]"
12,218620,PAYDAY 2,Action,₹ 349,₹ 349,"13 Aug, 2013",OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,Very Positive,2910,Very Positive,264317,79,"['Co-op', 'Action', 'FPS', 'Heist', 'Looter Shooter', 'Online Co-Op', 'Stealth', 'Multiplayer', 'Crime', 'Shooter', 'Team-Based', 'First-Person', 'Great Soundtrack', 'Gun Customization', 'Tactical', 'PvE', 'Strategy', 'Singleplayer', 'Simulation', 'Funny']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/golden.png?t=1592398860""><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/digital_trends_best_team_game.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/COMMUNITY-CHOICE.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/gameinformer_best_coop_shooter.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/IGN_winner_e3_2013.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/Polygon_editors_choice_e3_2013.png?t=1592398860""><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/gamestar.png?t=1592398860""><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/impulsegamer.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/videogamer.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/payday-plaque.jpg?t=1592398860""><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/gameinformer.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/destructoid.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/neoseeker.png?t=1592398860""><br/><br/><br/><img src=""https://cdn.cloudflare.steamstatic.com/steam/apps/218620/extras/worthplaying.png?t=1592398860""> </img></img></img></img></img></img></img></img></img></img></img></img></img></img></div>",,,"['OS:Windows 7 ', 'Processor:2 GHz Intel Dual Core Processor ', 'Memory:4 GB RAM ', 'Graphics:Nvidia & AMD (512MB VRAM) ', 'DirectX®:9.0c ', 'Hard Drive:31 GB HD space  ', 'Sound:DirectX 9.0c compatible']","['OS:Windows 10 ', 'Processor:2.3 GHz Intel Quad Core Processor ', 'Memory:8 GB RAM ', 'Graphics:Nvidia & AMD (1GB VRAM) ', 'DirectX®:9.0c ', 'Hard Drive:45 GB HD space ', 'Sound:DirectX 9.0c compatible']","[397540, 730, 359550, 49520, 493520, 202970, 1085660, 232090, 8980, 1217060, 261640, 550, 230410, 548430, 632360, 578080, 393380, 291480]"
13,440,Team Fortress 2,Action,Free,Free,"10 Oct, 2007",Valve,Valve,Very Positive,11447,Very Positive,675649,92,"['Free to Play', 'Hero Shooter', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Class-Based', 'Team-Based', 'Funny', 'First-Person', 'Online Co-Op', 'Cartoony', 'Competitive', 'Trading', 'Co-op', 'Comedy', 'Robots', 'Tactical', 'Cartoon', 'Crafting']",,,"['win', 'mac', 'linux']","['OS: Windows® 7 (32/64-bit)/Vista/XP', 'Processor: 1.7 GHz Processor or better', 'Memory: 512 MB RAM', 'DirectX: Version 8.1', 'Network: Broadband Internet connection', 'Storage: 15 GB available space']","['OS: Windows® 7 (32/64-bit)', 'Processor: Pentium 4 processor (3.0GHz, or better)', 'Memory: 1 GB RAM', 'DirectX: Version 9.0c', 'Network: Broadband Internet connection', 'Storage: 15 GB available space']","[444090, 359550, 1057240, 311210, 611500, 292730, 1237970, 723780, 291480, 218230, 1085660, 20, 767560, 550650, 227940, 730, 253710, 884660]"
14,418460,Rising Storm 2: Vietnam,Action,₹ 619,₹ 619,"30 May, 2017","Antimatter Games, Tripwire Interactive",Tripwire Interactive,Very Positive,509,Very Positive,24409,81,"['FPS', 'War', 'Realistic', 'Multiplayer', 'Military', 'Shooter', 'Action', 'Tactical', 'First-Person', 'Historical', 'Team-Based', 'Simulation', 'Gore', 'Atmospheric', 'Cold War', 'Massively Multiplayer', 'Strategy', 'Violent', 'Singleplayer', 'Indie']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/418460/extras/Best-of-E3-Resized.png?t=1574362945"">PC Gamer's Best of E3, 2015																			</img></div>",,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)', 'Processor: Intel Core i3 @ 2.5GHz or AMD Phenom @ 2.5GHz', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 460 or ATI Radeon HD 5850', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 60 GB available space', 'Additional Notes: UNSUPPORTED HARDWARE: 32-bit Operating Systems']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)', 'Processor: Intel Core i5 @ 3.2GHz or AMD @ 4.0GHz or better', 'Memory: 6 GB RAM', 'Graphics: NVIDIA GeForce GTX 760 or AMD R9 270X or better', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 60 GB available space']","[393380, 581320, 107410, 730, 736220, 686810, 236390, 359550, 242860, 24960, 424030, 42700, 552990, 291480, 202970, 240, 1238860, 218230]"
15,570,Dota 2,Action,Free,Free,"9 Jul, 2013",Valve,Valve,Mostly Positive,27949,Very Positive,1315945,90,"['Free to Play', 'MOBA', 'Multiplayer', 'Strategy', 'eSports', 'Team-Based', 'Competitive', 'Action', 'Online Co-Op', 'PvP', 'Difficult', 'Co-op', 'RTS', 'Tower Defense', 'Fantasy', 'RPG', 'Character Customization', 'Replay Value', 'Action RPG', 'Simulation']",,,,,,"[386360, 1057240, 504370, 440, 552990, 444090, 601510, 444200, 291480, 218230, 339610, 489520, 730, 1226470, 339600, 550650, 236110, 813820]"
16,24960,Battlefield: Bad Company™ 2,Action,₹ 999,₹ 249,"2 Mar, 2010",DICE,Electronic Arts,Very Positive,338,Very Positive,26923,87,"['FPS', 'Multiplayer', 'Action', 'Shooter', 'War', 'Team-Based', 'First-Person', 'Destruction', 'Military', 'Singleplayer', 'Co-op', 'Tactical', 'Atmospheric', 'Open World', 'Classic', 'Masterpiece', 'Comedy', 'Adventure', 'Combat', 'Fighting']",,,['win'],"['OS: Windows XP ', 'Processor: Core 2 Duo @ 2.0GHz ', 'Memory: 2GB ', 'Graphics: 256 MB Video Card (GeForce 7800 GT  / ATI X1900) ', 'DirectX®: DirectX 9, 10, and 11 support ', 'Hard Drive: 15 GB ']","['OS: Windows Vista or Windows 7 ', 'Processor: Intel Core 2 Quad or higher ', 'Memory: 2GB ', 'Graphics: 512 MB Video Card (GeForce GTX 260/ ATI Radeon 4870) ', 'Controller Support: Support for Logitech G15 and G19 keyboard LCDs in multiplayer ']","[730, 393380, 202970, 359550, 107410, 581320, 291480, 418460, 218230, 1238820, 10180, 240, 42700, 1238860, 493520, 550650, 1237970, 393080]"
17,550650,Black Squad,Action,Free,Free,"26 Jun, 2019",NS STUDIO,NS STUDIO,Mostly Positive,1139,Mostly Positive,68329,0,"['Free to Play', 'FPS', 'Shooter', 'Multiplayer', 'Action', 'Early Access', 'First-Person', 'Military', 'PvP', 'Co-op', 'Singleplayer', 'War', 'Massively Multiplayer', 'Tactical', 'Team-Based', 'Violent', 'Open World', 'Strategy', 'Gore', 'Adventure']",,,['win'],"['OS: Windows 7 64bit', 'Processor: CORE2 DUO 2.2GHZ / AMD Athlon 64 X2 2.66GHz', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GEFORCE 8600 OR GT630 / RADEON HD 6750', 'DirectX: Version 9.0', 'Network: Broadband Internet connection', 'Storage: 7 GB available space']","['OS: Windows 10 64bit', 'Processor: CORE i3-4170 / AMD FX-8300', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 760 or AMD Radeon HD 7950', 'DirectX: Version 9.0', 'Network: Broadband Internet connection', 'Storage: 7 GB available space']","[291480, 218230, 730, 393380, 227940, 440, 767560, 107410, 1085660, 581320, 1238860, 236390, 202970, 578080, 359550, 444200, 240, 1238840]"
18,550,Left 4 Dead 2,Action,₹ 349,₹ 349,"16 Nov, 2009",Valve,Valve,Overwhelmingly Positive,5146,Overwhelmingly Positive,232772,89,"['Zombies', 'Co-op', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'Online Co-Op', 'Survival', 'Horror', 'First-Person', 'Gore', 'Team-Based', 'Moddable', 'Survival Horror', 'Post-apocalyptic', 'Singleplayer', 'Adventure', 'Local Co-Op', 'Replay Value', 'Tactical']",,"Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008.","['win', 'mac', 'linux']","['OS: Windows® 7 32/64-bit / Vista 32/64 / XP', 'Processor: Pentium 4 3.0GHz', 'Memory: 2 GB RAM', 'Graphics: Video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600 or better', 'DirectX: Version 9.0c', 'Storage: 13 GB available space', 'Sound Card: DirectX 9.0c compatible sound card']","['OS: Windows® 7 32/64-bit / Vista 32/64 / XP', 'Processor: Intel core 2 duo 2.4GHz', 'Memory: 2 GB RAM', 'Graphics: Video Card Shader model 3.0. NVidia 7600, ATI X1600 or better', 'DirectX: Version 9.0c', 'Storage: 13 GB available space', 'Sound Card: DirectX 9.0c compatible sound card']","[232090, 594650, 500, 239140, 10090, 1250, 42700, 311210, 221100, 476600, 221040, 342180, 493520, 21690, 251570, 291480, 495420, 202970]"
19,1238820,Battlefield 3™,Action,"₹ 2,499",₹ 624,"28 Oct, 2011",DICE,Electronic Arts,Mixed,722,Mixed,722,89,"['Action', 'Singleplayer', 'Shooter', 'FPS', 'PvP', 'First-Person', 'Team-Based', 'Tactical', 'Atmospheric', 'Multiplayer', 'Destruction', 'Violent']",,,['win'],"['OS: Windows 7 64-bit', 'Processor: 2 GHz Dual Core (Core 2 Duo 2.4 GHz or Althon X2 2.7 GHz)', 'Memory: 2 GB RAM', 'Graphics: Graphics card (AMD): DirectX 10.1 compatible with 512 MB RAM (ATI Radeon 3000, 4000, 5000 or 6000 series, with ATI Radeon 3870 or higher performance) Graphics card (NVIDIA): DirectX 10.0 compatible with 512 MB RAM (NVIDIA GeForce 8, 9, 200, 300, 400 or 500 series with NVIDIA GeForce 8800 GT or higher performance)', 'DirectX: Version 10', 'Storage: 20 GB available space', 'Sound Card: DirectX Compatible']","['OS: Windows 7 64-bit', 'Processor: Quad-core CPU', 'Memory: 4 GB RAM', 'Graphics: Graphics Card: DirectX 11 compatible with 1024 MB RAM (NVIDIA GeForce GTX 560 or ATI Radeon 6950)', 'DirectX: Version 11', 'Storage: 20 GB available space', 'Sound Card: DirectX Compatible']","[730, 359550, 24960, 240, 218230, 493520, 1238810, 202970, 10, 393380, 578080, 1237970, 291480, 1238840, 550650, 1238860, 218620, 1238880]"
20,1238860,Battlefield 4™,Action,"₹ 2,499","₹ 1,249","29 Oct, 2013",DICE,Electronic Arts,Mostly Positive,477,Mostly Positive,477,0,"['Multiplayer', 'Action', 'FPS', 'PvP', 'Shooter', 'First-Person', 'Military', 'War', 'Singleplayer', 'Violent', 'Masterpiece']",,,['win'],"['OS: Windows 8 32-bit', 'Processor: Processor (AMD): Athlon X2 2.8 GHz Processor (Intel): Core 2 Duo 2.4 GHz', 'Memory: 4 GB RAM', 'Graphics: Graphics card (AMD): AMD Radeon HD 3870 Graphics card (NVIDIA): Nvidia GeForce 8800 GT', 'Network: Broadband Internet connection', 'Storage: 30 GB available space']","['OS: Windows 8 64-bit', 'Processor: Processor (AMD): Six-core CPU Processor (Intel): Quad-core CPU', 'Memory: 8 GB RAM', 'Graphics: Graphics card (AMD): AMD Radeon HD 7870 Graphics card (Nvidia): NVIDIA GeForce GTX 660', 'Network: Broadband Internet connection', 'Storage: 30 GB available space']","[730, 10180, 1238840, 291480, 581320, 7940, 1238810, 1237970, 393080, 686810, 240, 550650, 107410, 393380, 42700, 1238880, 736220, 578080]"
21,1237970,Titanfall® 2,Action,"₹ 1,499",₹ 494,"28 Oct, 2016",Respawn Entertainment,Electronic Arts,Very Positive,224,Very Positive,224,86,"['Action', 'Masterpiece', 'Multiplayer', 'FPS', 'Shooter', 'Singleplayer', 'Sci-fi', 'First-Person', 'Futuristic', 'PvP', 'Military', 'Hero Shooter', 'Time Travel', 'Team-Based', 'Combat', 'RTS', 'Parkour', 'Violent', 'Mechs', 'Gore']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/1237970/extras/TF2_Critics.png?t=1592542023""> </img></div>",,['win'],"['Requires a 64-bit processor and operating system', 'OS: Win 7/8/8.1/10 64bit', 'Processor: Intel Core i3-6300t or equivalent [4 or more hardware threads]', 'Memory: 8 GB RAM', 'Graphics: NVIDIA Geforce GTX 660 2GB or AMD Radeon HD 7850 2GB', 'DirectX: Version 11', 'Storage: 45 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Win 7/8/8.1/10 64bit', 'Processor: Intel Core i5-6600 or equivalent', 'Memory: 16 GB RAM', 'Graphics: NVIDIA Geforce GTX 1060 6GB or AMD Radeon RX 480 8GB', 'DirectX: Version 11', 'Storage: 45 GB available space']","[311210, 730, 782330, 359550, 1238860, 218230, 976730, 1238840, 10180, 202970, 292730, 440, 1237950, 6060, 393380, 444090, 7940, 1238810]"
22,444090,Paladins®,Action,Free,Free,"8 May, 2018",Evil Mojo Games,Hi-Rez Studios,Very Positive,4755,Very Positive,270230,83,"['Hero Shooter', 'Free to Play', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'PvP', 'MOBA', 'Online Co-Op', 'Fantasy', 'Strategy', 'Early Access', 'Co-op', 'Massively Multiplayer', 'Funny', 'Adventure', 'Survival', 'Anime']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/444090/extras/best-free-2-play-award-Game-Debate-winner.png?t=1590451154""><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/444090/extras/Best_Moba_Award.png?t=1590451154""> </img></img></div>",,['win'],"['OS: Windows 7 64-bit or newer', 'Processor: Core 2 Duo 2.4 GHz or Athlon X2 2.7 GHz', 'Memory: 4 GB RAM', 'Graphics: Nvidia GeForce 8800 GT', 'Storage: 30 GB available space', 'Sound Card: DirectX compatible sound card']","['OS: Windows 8/10 64-bit (latest Service Pack)', 'Processor: Intel Core i5-750, 2.67 GHz / AMD Phenom II X4 965, 3.4 GHz', 'Memory: 6 GB RAM', 'Graphics: Nvidia GeForce GTX 660 or ATI Radeon HD 7950', 'Network: Broadband Internet connection', 'Storage: 30 GB available space', 'Sound Card: DirectX compatible sound card']","[440, 359550, 1057240, 611500, 292730, 1237970, 723780, 311210, 20, 898390, 333930, 394230, 1189800, 570, 386360, 730, 218230, 1085660]"
23,311210,Call of Duty®: Black Ops III,Action,"₹ 3,999","₹ 3,999","5 Nov, 2015","Treyarch, Aspyr (Mac)","Activision, Aspyr (Mac)",Very Positive,1672,Mostly Positive,34330,73,"['Multiplayer', 'FPS', 'Zombies', 'Shooter', 'Action', 'First-Person', 'Co-op', 'Singleplayer', 'Futuristic', 'Illuminati', 'Hero Shooter', 'Robots', 'Sci-fi', 'Gore', 'Great Soundtrack', 'Story Rich', 'Atmospheric', 'Quick-Time Events', 'Parkour', 'Simulation']",,,"['win', 'mac']",,,"[292730, 550, 42700, 232090, 476600, 10090, 359550, 594650, 202970, 239140, 1237970, 976730, 500, 548430, 440, 1237950, 730, 493520]"
24,736220,Post Scriptum,Action,"₹ 1,045","₹ 1,045","9 Aug, 2018",Periscope Games,Offworld Industries,Very Positive,418,Mostly Positive,8297,0,"['Simulation', 'World War II', 'Action', 'FPS', 'Massively Multiplayer', 'Multiplayer', 'Strategy', 'Military', 'Realistic', 'Indie', 'War', 'First-Person', 'Singleplayer', 'Shooter', 'Historical', 'Team-Based', 'Tactical', 'Co-op', 'Open World', 'Violent']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1 (x64)', 'Processor: Intel Core i or AMD Ryzen with 4 physical cores', 'Memory: 8 GB RAM', 'Graphics: Geforce GTX 770 or AMD Radeon HD 7870 with at least 4 GB of VRAM', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 35 GB available space', 'Additional Notes: Be ready to experience WWII like never before.']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 SP1 (x64), Windows 8 (x64), Windows 10 (x64)', 'Processor: Intel Core i or AMD Ryzen with 6 physical cores', 'Memory: 16 GB RAM', 'Graphics: Nvidia GTX 1060 or AMD Radeon 570 with at least 6GB of VRAM', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 35 GB available space', 'Additional Notes: To fully experience our virtual battlefield, a microphone is strongly advised.']","[236390, 393380, 686810, 107410, 552990, 919640, 227940, 730, 418460, 581320, 394360, 244450, 476600, 359550, 444200, 10090, 291480, 307960]"
25,686810,Hell Let Loose,Action,₹ 699,₹ 699,"6 Jun, 2019",Black Matter Pty Ltd,Team17 Digital Ltd,Very Positive,769,Very Positive,11680,0,"['Action', 'Shooter', 'Simulation', 'World War II', 'Multiplayer', 'Strategy', 'War', 'FPS', 'Realistic', 'Indie', 'First-Person', 'Violent', 'Singleplayer', 'Military', 'Early Access', 'Gore', 'Mature', 'Massively Multiplayer', 'Tanks', 'Historical']",,,['win'],"['Requires a 64-bit processor and operating system', 'OS: Win7 64bit', 'Processor: i3-4130 @ 3.3GHz / AMD FX-8350 @ 4.0GHz (or equivalent)', 'Memory: 8 GB RAM', 'Graphics: GTX1050ti / R9 280 (or equivalent with minimum 2GB VRAM)', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space', 'Additional Notes: System Requirements subject to change as development continues']","['Requires a 64-bit processor and operating system', 'OS: Win7 64bit', 'Processor: i5-7600 @ 3.5GHz or Ryzen 5 1600 @ 3.2GHz', 'Memory: 16 GB RAM', 'Graphics: Nvidia GTX 1070 or AMD RX Vega 56', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space', 'Additional Notes: System Requirements subject to change as development continues']","[736220, 236390, 393380, 476600, 107410, 581320, 10090, 444200, 919640, 227940, 424030, 730, 418460, 1238840, 244450, 1238860, 674500, 307960]"
26,236390,War Thunder,Action,Free,Free,"15 Aug, 2013",Gaijin Entertainment,Gaijin Distribution KFT,Very Positive,5328,Very Positive,161814,81,"['Free to Play', 'World War II', 'Simulation', 'Multiplayer', 'War', 'Flight', 'Tanks', 'Military', 'Massively Multiplayer', 'Action', 'Realistic', 'Historical', 'Shooter', 'Team-Based', 'Strategy', 'Co-op', 'Arcade', 'FPS', 'Open World', 'TrackIR']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/236390/extras/gamescom_white.png?t=1592263292""><br/><br/><img src=""https://steamcdn-a.akamaihd.net/steam/apps/236390/extras/1i14U.png?t=1592263292""> </img></img></div>",,,"['OS: Windows 7/Vista/8/10', 'Processor: 2.2 GHz', 'Memory: 4 GB RAM', 'Graphics: Intel HD Graphics 4000 / AMD Radeon 46XX / NVIDIA GeForce GT 520 (DirectX 10.1 level video card and drivers, The minimum supported resolution for the game is 720p)', 'DirectX: Version 10', 'Network: Broadband Internet connection', 'Storage: 12 GB available space']","['OS: Windows 7 64bit /Vista 64bit /8 64bit /10 64bit', 'Processor: Intel Core i5', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 960 or higher, AMD R9 280 or higher (DirectX 11 level video card and drivers)', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 30 GB available space']","[444200, 223750, 552990, 307960, 736220, 227940, 244450, 291480, 919640, 394360, 393380, 686810, 107410, 550650, 502500, 373930, 231430, 674500]"
27,552990,World of Warships,Action,Free,Free,"15 Nov, 2017",Wargaming Group Limited,Wargaming Group Limited,Very Positive,3888,Mostly Positive,51176,81,"['Naval Combat', 'Naval', 'Free to Play', 'Multiplayer', 'World War II', 'PvP', 'Military', 'Tactical', 'Team-Based', 'Strategy', 'War', 'Online Co-Op', 'Historical', 'Massively Multiplayer', 'Realistic', 'Co-op', 'Shooter', 'Simulation', 'Action', 'PvE']",,,"['win', 'mac']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 x64 SP1', 'Processor: Intel Core 2 Duo 2.66 GHz, Core i3 2.5 GHz, AMD Athlon II X2 2.7 GHz', 'Memory: 4 GB RAM', 'Graphics: 1280×720; Nvidia GeForce GT 440/630, AMD Radeon HD 7660', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 56 GB available space', 'Sound Card: DirectX 11', 'Additional Notes: Please note, only game accounts created using Steam version of the game are officially supported due to technical reasons.']","['Requires a 64-bit processor and operating system', 'OS: Windows 7 x64 SP1 / 8.1 / 10', 'Processor: Intel Core i5 3.4 GHz, AMD FX 6350 3.9 GHz', 'Memory: 6 GB RAM', 'Graphics: Nvidia GeForce GTX 660, AMD Radeon R9 270x', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 58 GB available space', 'Sound Card: DirectX 11.1', 'Additional Notes: 1920×1080']","[236390, 444200, 730, 291480, 490920, 393380, 541210, 394360, 218230, 919640, 227940, 244450, 544810, 550650, 570, 589290, 231430, 8170]"
28,242860,Verdun,Action,₹ 599,₹ 599,"28 Apr, 2015","M2H, Blackmill Games",M2H,Very Positive,211,Very Positive,24329,70,"['World War I', 'FPS', 'Multiplayer', 'War', 'Historical', 'Realistic', 'Action', 'Shooter', 'First-Person', 'Military', 'Simulation', 'Tactical', 'Strategy', 'Team-Based', 'Indie', 'Atmospheric', 'Co-op', 'Singleplayer', 'Gore', 'Massively Multiplayer']","<div class=""game_page_autocollapse"" style=""max-height: 400px;"">
<img src=""https://steamcdn-a.akamaihd.net/steam/apps/242860/extras/dutchgameawards.png?t=1590580245""><br/><ul class=""bb_ul""><li><br/></li><li>• Finalist Tiga Games Industry Awards 2016 - Game by a Small Studio<br/></li><li>• IndieDB Editors Choice 2015 - Best Multiplayer<br/></li><li>• Dutch Game Award: Control Industry 2015<br/></li><li>• Dutch Game Award: Best Economic Achievement 2015<br/></li><li>• NWTV award for Best Dutch game 2015<br/></li><li>• #5 Top Upcoming Indie Games of 2014 - IndieDB</li></ul> </img></div>",,"['win', 'mac', 'linux']","['OS: Windows 8/10', 'Processor: Intel CPU Core i5-2500K 3.3GHz, AMD CPU Phenom II X4 940', 'Memory: 4 GB RAM', 'Graphics: Geforce GTX 960M / Radeon HD 7750 or higher, 1GB video card memory', 'DirectX: Version 10', 'Network: Broadband Internet connection', 'Storage: 12 GB available space', 'Additional Notes: Multiplayer only, make sure you have a stable and fast internet connection.']","['Memory: 8 GB RAM', 'Graphics: 4GB video card memory']","[393380, 418460, 107410, 1238840, 581320, 736220, 730, 633460, 236390, 686810, 359550, 424030, 202970, 552990, 291480, 24960, 476600, 919640]"
29,496240,Onward,Action,₹ 619,₹ 619,"29 Aug, 2016",Downpour Interactive,Downpour Interactive,Very Positive,95,Very Positive,4168,0,"['VR', 'Simulation', 'Action', 'Multiplayer', 'Strategy', 'Military', 'Indie', 'Shooter', 'FPS', 'Early Access', 'Realistic', 'War', 'First-Person', 'Violent', 'Tactical']",,,,"['OS: Windows 7', 'Processor: Intel i5-4590 3.3 GHz', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 970']","['OS: Windows 10', 'Processor: Intel i7-4770 3.4 GHz', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GTX 980']","[393380, 107410, 686810, 736220, 581320, 223750, 555160, 730, 424030, 236390, 418460, 1238860, 877200, 42700, 359550, 919640, 589290, 10180]"
30,223750,DCS World Steam Edition,Free to Play,Free,Free,"18 Mar, 2018",Eagle Dynamics SA,The Fighter Collection,Very Positive,486,Very Positive,11552,0,"['Simulation', 'Flight', 'Free to Play', 'Military', 'Multiplayer', 'Realistic', 'War', 'Open World', 'Singleplayer', 'Shooter', 'VR', 'TrackIR', 'Action', 'Co-op', 'Sandbox', 'Tanks', 'First-Person', 'Strategy', 'FPS', 'Massively Multiplayer']",,"Feel the excitement of flying the Su-25T ""Frogfoot"" attack jet and the TF-51D ""Mustang"" in the free-to-play Digital Combat Simulator World!",,[],[],"[236390, 307960, 107410, 269950, 393380, 502500, 314160, 444200, 736220, 686810, 919640, 380600, 261550, 418460, 518790, 227940, 766570, 496240]"
